8.801421165466308594e+00,5.005067825317382812e+00,-3.606766939163208008e+00,7.420034408569335938e+00,-1.187845611572265625e+01,3.024093151092529297e+00,3.698588848114013672e+00,-1.139881968498229980e+00,6.960354804992675781e+00,-9.303626060485839844e+00,-7.856280326843261719e+00,7.783388614654541016e+00,-3.798979520797729492e+00,-7.245296478271484375e+00,3.677446365356445312e+00,-3.559914112091064453e+00,2.583937644958496094e+00,1.230513811111450195e+00,-1.184008359909057617e+00,6.610316276550292969e+00,-4.121022224426269531e+00,-3.308681249618530273e+00,1.268145799636840820e+00,1.234677600860595703e+01,-1.059579753875732422e+01,1.000838756561279297e+00,-5.855349540710449219e+00,1.676609277725219727e+00,1.295260906219482422e+00,-8.898212432861328125e+00
1.304434108734130859e+01,1.280493164062500000e+01,-6.126071214675903320e-01,1.938000798225402832e+00,-1.065864849090576172e+01,3.878303527832031250e+00,5.850171089172363281e+00,-4.123765468597412109e+00,6.828933238983154297e+00,-1.183550643920898438e+01,-4.810574531555175781e+00,1.277668094635009766e+01,-4.736300468444824219e+00,-6.510956764221191406e+00,4.434438705444335938e+00,-7.428678512573242188e+00,1.015474700927734375e+01,4.503266215324401855e-01,-6.056700944900512695e-01,9.247407913208007812e+00,-8.803881645202636719e+00,-4.547747611999511719e+00,2.466180086135864258e+00,1.316701889038085938e+01,-8.550145149230957031e+00,8.059861183166503906e+00,-1.115215301513671875e+01,1.691573619842529297e+00,1.435555458068847656e+00,-1.164731693267822266e+01
8.141536712646484375e+00,6.413594722747802734e+00,-3.029236793518066406e+00,2.916712045669555664e+00,-4.902107715606689453e+00,2.558812379837036133e+00,1.175921916961669922e+00,-4.551417350769042969e+00,6.777340888977050781e+00,-3.593631029129028320e+00,-1.146996140480041504e+00,9.935261726379394531e+00,-6.292662620544433594e+00,-7.166666507720947266e+00,1.287388801574707031e+00,-5.142841815948486328e+00,9.590416908264160156e+00,9.953547120094299316e-01,-5.620424747467041016e+00,-1.767841577529907227e+00,2.163378447294235229e-01,-6.013416290283203125e+00,6.369246006011962891e+00,9.471208572387695312e+00,-1.088168621063232422e+01,1.117877840995788574e+00,-8.621504783630371094e+00,1.931889295578002930e+00,1.311367392539978027e+00,-1.053152561187744141e+01
1.027968692779541016e+01,6.146145820617675781e+00,-2.672658681869506836e+00,9.887656211853027344e+00,-1.375903797149658203e+01,1.139755535125732422e+01,3.377794027328491211e+00,1.348174452781677246e+00,8.941077232360839844e+00,-4.744448661804199219e+00,-3.740372180938720703e+00,6.200999259948730469e+00,-7.219619750976562500e+00,-8.082119941711425781e+00,2.072179168462753296e-01,-1.507274913787841797e+01,8.336314201354980469e+00,6.480131745338439941e-01,-4.910385608673095703e+00,-5.005701541900634766e+00,-1.081314086914062500e+00,-5.081313133239746094e+00,4.024730205535888672e+00,1.059677696228027344e+01,-1.186087894439697266e+01,2.969990491867065430e+00,-8.255976676940917969e+00,3.799206733703613281e+00,1.420421600341796875e+00,-1.074330043792724609e+01
1.326938343048095703e+01,1.210051441192626953e+01,-1.624683499336242676e+00,4.923890113830566406e+00,-1.099013996124267578e+01,8.310945510864257812e+00,3.138381958007812500e+00,-3.161827087402343750e+00,8.456413269042968750e+00,-8.303763389587402344e+00,-3.015530824661254883e+00,1.356877899169921875e+01,-8.941484451293945312e+00,-7.016649246215820312e+00,2.213991165161132812e+00,-1.487963008880615234e+01,1.505704689025878906e+01,3.216626048088073730e-01,-5.217255592346191406e+00,-9.365926384925842285e-01,-4.483343601226806641e+00,-5.782420635223388672e+00,5.835763454437255859e+00,1.305156326293945312e+01,-1.007281398773193359e+01,6.834825992584228516e+00,-1.226897716522216797e+01,2.428451538085937500e+00,1.508143424987792969e+00,-1.464600181579589844e+01
1.077572441101074219e+01,7.828467369079589844e+00,-4.105261862277984619e-01,3.016989469528198242e+00,-1.341658210754394531e+01,9.387374877929687500e+00,5.795940876007080078e+00,-4.324276447296142578e+00,4.153154373168945312e+00,-3.766802310943603516e+00,3.602483309805393219e-03,6.247327327728271484e+00,-4.072905540466308594e+00,-7.990767002105712891e+00,2.385067462921142578e+00,-6.835056781768798828e+00,1.038551139831542969e+01,3.184329271316528320e-01,-1.762259364128112793e+00,1.182385206222534180e+00,-5.681292533874511719e+00,-5.127382755279541016e+00,3.667143821716308594e+00,6.981109142303466797e+00,-1.089891719818115234e+01,6.440323352813720703e+00,-6.735876560211181641e+00,3.361661434173583984e+00,1.471856474876403809e+00,-7.114607334136962891e+00
1.311729526519775391e+01,9.746497154235839844e+00,-2.201762199401855469e+00,1.016850090026855469e+01,-1.745994567871093750e+01,9.489056587219238281e+00,5.534625530242919922e+00,1.441382765769958496e+00,8.862252235412597656e+00,-1.259751796722412109e+01,-9.128189086914062500e+00,9.790651321411132812e+00,-6.315326690673828125e+00,-7.426972389221191406e+00,3.660042047500610352e+00,-1.395769691467285156e+01,7.089619159698486328e+00,6.261739730834960938e-01,-1.229916810989379883e+00,5.453864574432373047e+00,-7.282083988189697266e+00,-3.468703269958496094e+00,8.566209077835083008e-01,1.511921215057373047e+01,-1.026734924316406250e+01,5.820272445678710938e+00,-9.241016387939453125e+00,2.532382965087890625e+00,1.490751981735229492e+00,-1.224574279785156250e+01
9.544538497924804688e+00,1.032009220123291016e+01,-8.427868485450744629e-01,3.775709390640258789e+00,-6.190141201019287109e+00,5.155519485473632812e+00,6.474857807159423828e+00,1.829710841178894043e+00,1.105743789672851562e+01,-8.262780189514160156e+00,-2.439204931259155273e+00,6.117168426513671875e+00,-2.648171186447143555e+00,-6.459460735321044922e+00,-3.708338737487792969e-01,-1.136745834350585938e+01,3.844308614730834961e+00,5.723384022712707520e-01,-1.210610508918762207e+00,3.371363162994384766e+00,-4.073099136352539062e+00,-4.631029605865478516e+00,1.296817064285278320e+00,1.074596500396728516e+01,-8.186636924743652344e+00,6.117503166198730469e+00,-1.265650749206542969e+01,4.164681434631347656e+00,1.245770812034606934e+00,-9.256515502929687500e+00
1.111069202423095703e+01,6.840065956115722656e+00,-2.398547410964965820e+00,3.753185510635375977e+00,-1.330962181091308594e+01,7.473838329315185547e+00,1.562938570976257324e+00,-8.140749931335449219e+00,2.485172033309936523e+00,-3.496156454086303711e+00,-1.447286725044250488e+00,1.173797416687011719e+01,-8.117692947387695312e+00,-8.008689880371093750e+00,4.236151218414306641e+00,-5.269067764282226562e+00,1.554579448699951172e+01,6.113150119781494141e-01,-5.247749805450439453e+00,-1.333665370941162109e+00,-3.520920276641845703e+00,-5.778220176696777344e+00,7.108570575714111328e+00,8.929872512817382812e+00,-1.225399303436279297e+01,3.549819707870483398e+00,-5.505227565765380859e+00,1.262397527694702148e+00,1.541375994682312012e+00,-1.067265987396240234e+01
1.115955924987792969e+01,3.026439666748046875e+00,-3.603354454040527344e+00,1.137998008728027344e+01,-2.222906112670898438e+01,1.031892967224121094e+01,3.618314743041992188e+00,-2.611389398574829102e+00,3.054519414901733398e+00,-7.451273918151855469e+00,-8.644345283508300781e+00,7.285667419433593750e+00,-6.272906780242919922e+00,-8.969976425170898438e+00,5.634314537048339844e+00,-5.643555164337158203e+00,7.331229209899902344e+00,9.443367123603820801e-01,-1.732416629791259766e+00,3.360231876373291016e+00,-5.729128360748291016e+00,-3.303186893463134766e+00,2.245266199111938477e+00,1.139330101013183594e+01,-1.344025230407714844e+01,1.525090456008911133e+00,-1.261856198310852051e+00,1.528655767440795898e+00,1.528300285339355469e+00,-8.597270011901855469e+00
