ImageName,Label
PathID:22_FigureID:566_IsCollision:0.jpg,22
PathID:35_FigureID:510_IsCollision:0.jpg,35
PathID:13_FigureID:89_IsCollision:0.jpg,13
PathID:29_FigureID:987_IsCollision:0.jpg,29
PathID:20_FigureID:14_IsCollision:0.jpg,20
PathID:44_FigureID:379_IsCollision:0.jpg,44
PathID:54_FigureID:177_IsCollision:0.jpg,54
PathID:50_FigureID:148_IsCollision:0.jpg,50
PathID:15_FigureID:705_IsCollision:0.jpg,15
PathID:23_FigureID:842_IsCollision:0.jpg,23
PathID:41_FigureID:190_IsCollision:0.jpg,41
PathID:32_FigureID:377_IsCollision:0.jpg,32
PathID:46_FigureID:36_IsCollision:0.jpg,46
PathID:36_FigureID:97_IsCollision:0.jpg,36
PathID:35_FigureID:335_IsCollision:0.jpg,35
PathID:21_FigureID:446_IsCollision:0.jpg,21
PathID:30_FigureID:957_IsCollision:0.jpg,30
PathID:29_FigureID:667_IsCollision:0.jpg,29
PathID:22_FigureID:739_IsCollision:0.jpg,22
PathID:2_FigureID:408_IsCollision:0.jpg,2
PathID:49_FigureID:601_IsCollision:0.jpg,49
PathID:39_FigureID:711_IsCollision:0.jpg,39
PathID:41_FigureID:692_IsCollision:0.jpg,41
PathID:21_FigureID:864_IsCollision:0.jpg,21
PathID:18_FigureID:867_IsCollision:0.jpg,18
PathID:31_FigureID:575_IsCollision:0.jpg,31
PathID:45_FigureID:790_IsCollision:0.jpg,45
PathID:22_FigureID:545_IsCollision:0.jpg,22
PathID:46_FigureID:44_IsCollision:0.jpg,46
PathID:43_FigureID:921_IsCollision:0.jpg,43
PathID:33_FigureID:373_IsCollision:0.jpg,33
PathID:28_FigureID:385_IsCollision:0.jpg,28
PathID:15_FigureID:884_IsCollision:0.jpg,15
PathID:51_FigureID:700_IsCollision:0.jpg,51
PathID:25_FigureID:464_IsCollision:0.jpg,25
PathID:16_FigureID:928_IsCollision:0.jpg,16
PathID:19_FigureID:551_IsCollision:0.jpg,19
PathID:40_FigureID:305_IsCollision:0.jpg,40
PathID:37_FigureID:834_IsCollision:0.jpg,37
PathID:22_FigureID:454_IsCollision:0.jpg,22
PathID:11_FigureID:514_IsCollision:0.jpg,11
PathID:14_FigureID:615_IsCollision:0.jpg,14
PathID:29_FigureID:11_IsCollision:0.jpg,29
PathID:59_FigureID:548_IsCollision:0.jpg,59
PathID:25_FigureID:68_IsCollision:0.jpg,25
PathID:22_FigureID:88_IsCollision:0.jpg,22
PathID:34_FigureID:892_IsCollision:0.jpg,34
PathID:39_FigureID:748_IsCollision:0.jpg,39
PathID:33_FigureID:550_IsCollision:0.jpg,33
PathID:20_FigureID:523_IsCollision:0.jpg,20
PathID:49_FigureID:534_IsCollision:0.jpg,49
PathID:0_FigureID:394_IsCollision:0.jpg,0
PathID:47_FigureID:304_IsCollision:0.jpg,47
PathID:50_FigureID:160_IsCollision:0.jpg,50
PathID:6_FigureID:925_IsCollision:0.jpg,6
PathID:0_FigureID:707_IsCollision:0.jpg,0
PathID:14_FigureID:510_IsCollision:0.jpg,14
PathID:27_FigureID:59_IsCollision:0.jpg,27
PathID:45_FigureID:486_IsCollision:0.jpg,45
PathID:14_FigureID:638_IsCollision:0.jpg,14
PathID:2_FigureID:624_IsCollision:0.jpg,2
PathID:49_FigureID:939_IsCollision:0.jpg,49
PathID:43_FigureID:171_IsCollision:0.jpg,43
PathID:38_FigureID:512_IsCollision:0.jpg,38
PathID:16_FigureID:911_IsCollision:0.jpg,16
PathID:23_FigureID:308_IsCollision:0.jpg,23
PathID:59_FigureID:261_IsCollision:0.jpg,59
PathID:33_FigureID:862_IsCollision:0.jpg,33
PathID:15_FigureID:603_IsCollision:0.jpg,15
PathID:50_FigureID:618_IsCollision:0.jpg,50
PathID:36_FigureID:562_IsCollision:0.jpg,36
