ImageName,Label
PathID:0_FigureID:305_IsCollision:0.jpg,0
PathID:5_FigureID:970_IsCollision:0.jpg,5
PathID:3_FigureID:685_IsCollision:0.jpg,3
PathID:6_FigureID:195_IsCollision:0.jpg,6
PathID:9_FigureID:638_IsCollision:0.jpg,9
PathID:6_FigureID:540_IsCollision:0.jpg,6
PathID:3_FigureID:682_IsCollision:0.jpg,3
PathID:4_FigureID:166_IsCollision:0.jpg,4
PathID:5_FigureID:170_IsCollision:0.jpg,5
PathID:2_FigureID:525_IsCollision:0.jpg,2
PathID:3_FigureID:489_IsCollision:0.jpg,3
PathID:6_FigureID:232_IsCollision:0.jpg,6
PathID:5_FigureID:456_IsCollision:0.jpg,5
PathID:8_FigureID:974_IsCollision:0.jpg,8
PathID:2_FigureID:608_IsCollision:0.jpg,2
PathID:8_FigureID:763_IsCollision:0.jpg,8
PathID:4_FigureID:852_IsCollision:0.jpg,4
PathID:0_FigureID:455_IsCollision:0.jpg,0
PathID:4_FigureID:332_IsCollision:0.jpg,4
PathID:1_FigureID:823_IsCollision:0.jpg,1
PathID:0_FigureID:328_IsCollision:0.jpg,0
PathID:5_FigureID:180_IsCollision:0.jpg,5
PathID:9_FigureID:446_IsCollision:0.jpg,9
PathID:6_FigureID:928_IsCollision:0.jpg,6
PathID:0_FigureID:772_IsCollision:0.jpg,0
PathID:5_FigureID:355_IsCollision:0.jpg,5
PathID:4_FigureID:96_IsCollision:0.jpg,4
PathID:4_FigureID:904_IsCollision:0.jpg,4
PathID:7_FigureID:899_IsCollision:0.jpg,7
PathID:1_FigureID:136_IsCollision:0.jpg,1
PathID:1_FigureID:801_IsCollision:0.jpg,1
PathID:5_FigureID:478_IsCollision:0.jpg,5
PathID:8_FigureID:346_IsCollision:0.jpg,8
PathID:3_FigureID:388_IsCollision:0.jpg,3
PathID:0_FigureID:134_IsCollision:0.jpg,0
PathID:2_FigureID:86_IsCollision:0.jpg,2
PathID:7_FigureID:12_IsCollision:0.jpg,7
PathID:5_FigureID:668_IsCollision:0.jpg,5
PathID:0_FigureID:18_IsCollision:0.jpg,0
PathID:5_FigureID:475_IsCollision:0.jpg,5
PathID:7_FigureID:80_IsCollision:0.jpg,7
PathID:8_FigureID:675_IsCollision:0.jpg,8
PathID:4_FigureID:683_IsCollision:0.jpg,4
PathID:7_FigureID:449_IsCollision:0.jpg,7
PathID:0_FigureID:984_IsCollision:0.jpg,0
PathID:4_FigureID:13_IsCollision:0.jpg,4
PathID:3_FigureID:89_IsCollision:0.jpg,3
PathID:2_FigureID:400_IsCollision:0.jpg,2
PathID:2_FigureID:298_IsCollision:0.jpg,2
PathID:3_FigureID:51_IsCollision:0.jpg,3
PathID:2_FigureID:322_IsCollision:0.jpg,2
PathID:6_FigureID:782_IsCollision:0.jpg,6
PathID:3_FigureID:293_IsCollision:0.jpg,3
PathID:8_FigureID:18_IsCollision:0.jpg,8
PathID:9_FigureID:870_IsCollision:0.jpg,9
PathID:2_FigureID:91_IsCollision:0.jpg,2
PathID:8_FigureID:722_IsCollision:0.jpg,8
PathID:6_FigureID:345_IsCollision:0.jpg,6
PathID:5_FigureID:88_IsCollision:0.jpg,5
PathID:8_FigureID:814_IsCollision:0.jpg,8
PathID:2_FigureID:905_IsCollision:0.jpg,2
PathID:7_FigureID:957_IsCollision:0.jpg,7
PathID:0_FigureID:392_IsCollision:0.jpg,0
PathID:4_FigureID:935_IsCollision:0.jpg,4
PathID:1_FigureID:38_IsCollision:0.jpg,1
PathID:6_FigureID:31_IsCollision:0.jpg,6
PathID:9_FigureID:150_IsCollision:0.jpg,9
PathID:2_FigureID:708_IsCollision:0.jpg,2
PathID:5_FigureID:955_IsCollision:0.jpg,5
PathID:9_FigureID:249_IsCollision:0.jpg,9
PathID:4_FigureID:399_IsCollision:0.jpg,4
PathID:6_FigureID:650_IsCollision:0.jpg,6
PathID:9_FigureID:750_IsCollision:0.jpg,9
PathID:8_FigureID:887_IsCollision:0.jpg,8
PathID:9_FigureID:283_IsCollision:0.jpg,9
PathID:8_FigureID:265_IsCollision:0.jpg,8
PathID:9_FigureID:964_IsCollision:0.jpg,9
PathID:9_FigureID:521_IsCollision:0.jpg,9
PathID:4_FigureID:471_IsCollision:0.jpg,4
PathID:2_FigureID:333_IsCollision:0.jpg,2
PathID:7_FigureID:777_IsCollision:0.jpg,7
PathID:2_FigureID:24_IsCollision:0.jpg,2
PathID:1_FigureID:725_IsCollision:0.jpg,1
PathID:2_FigureID:811_IsCollision:0.jpg,2
PathID:7_FigureID:28_IsCollision:0.jpg,7
PathID:3_FigureID:662_IsCollision:0.jpg,3
PathID:9_FigureID:874_IsCollision:0.jpg,9
PathID:5_FigureID:516_IsCollision:0.jpg,5
PathID:4_FigureID:102_IsCollision:0.jpg,4
PathID:6_FigureID:170_IsCollision:0.jpg,6
PathID:0_FigureID:515_IsCollision:0.jpg,0
PathID:9_FigureID:656_IsCollision:0.jpg,9
