ImageName,Label
PathID:12_FigureID:455_IsCollision:0.jpg,12
PathID:4_FigureID:193_IsCollision:0.jpg,4
PathID:23_FigureID:234_IsCollision:0.jpg,23
PathID:20_FigureID:125_IsCollision:0.jpg,20
PathID:0_FigureID:158_IsCollision:0.jpg,0
PathID:18_FigureID:248_IsCollision:0.jpg,18
PathID:6_FigureID:840_IsCollision:0.jpg,6
PathID:21_FigureID:618_IsCollision:0.jpg,21
PathID:5_FigureID:224_IsCollision:0.jpg,5
PathID:5_FigureID:229_IsCollision:0.jpg,5
PathID:1_FigureID:192_IsCollision:0.jpg,1
PathID:9_FigureID:400_IsCollision:0.jpg,9
PathID:7_FigureID:163_IsCollision:0.jpg,7
PathID:24_FigureID:962_IsCollision:0.jpg,24
PathID:14_FigureID:991_IsCollision:0.jpg,14
PathID:22_FigureID:877_IsCollision:0.jpg,22
PathID:26_FigureID:403_IsCollision:0.jpg,26
PathID:23_FigureID:161_IsCollision:0.jpg,23
PathID:17_FigureID:336_IsCollision:0.jpg,17
PathID:9_FigureID:405_IsCollision:0.jpg,9
PathID:16_FigureID:626_IsCollision:0.jpg,16
PathID:8_FigureID:295_IsCollision:0.jpg,8
PathID:9_FigureID:453_IsCollision:0.jpg,9
PathID:14_FigureID:342_IsCollision:0.jpg,14
PathID:3_FigureID:140_IsCollision:0.jpg,3
PathID:17_FigureID:244_IsCollision:0.jpg,17
PathID:5_FigureID:158_IsCollision:0.jpg,5
PathID:28_FigureID:554_IsCollision:0.jpg,28
PathID:1_FigureID:266_IsCollision:0.jpg,1
PathID:0_FigureID:727_IsCollision:0.jpg,0
PathID:5_FigureID:410_IsCollision:0.jpg,5
PathID:23_FigureID:599_IsCollision:0.jpg,23
PathID:23_FigureID:433_IsCollision:0.jpg,23
PathID:12_FigureID:780_IsCollision:0.jpg,12
PathID:2_FigureID:322_IsCollision:0.jpg,2
PathID:9_FigureID:420_IsCollision:0.jpg,9
PathID:27_FigureID:938_IsCollision:0.jpg,27
PathID:15_FigureID:346_IsCollision:0.jpg,15
PathID:18_FigureID:411_IsCollision:0.jpg,18
PathID:2_FigureID:678_IsCollision:0.jpg,2
PathID:1_FigureID:981_IsCollision:0.jpg,1
PathID:7_FigureID:338_IsCollision:0.jpg,7
PathID:6_FigureID:916_IsCollision:0.jpg,6
PathID:1_FigureID:778_IsCollision:0.jpg,1
PathID:28_FigureID:599_IsCollision:0.jpg,28
PathID:4_FigureID:593_IsCollision:0.jpg,4
PathID:3_FigureID:202_IsCollision:0.jpg,3
PathID:12_FigureID:940_IsCollision:0.jpg,12
PathID:23_FigureID:430_IsCollision:0.jpg,23
PathID:24_FigureID:551_IsCollision:0.jpg,24
PathID:19_FigureID:461_IsCollision:0.jpg,19
PathID:9_FigureID:185_IsCollision:0.jpg,9
PathID:25_FigureID:221_IsCollision:0.jpg,25
PathID:22_FigureID:74_IsCollision:0.jpg,22
PathID:16_FigureID:973_IsCollision:0.jpg,16
PathID:12_FigureID:323_IsCollision:0.jpg,12
PathID:24_FigureID:509_IsCollision:0.jpg,24
PathID:27_FigureID:814_IsCollision:0.jpg,27
PathID:11_FigureID:387_IsCollision:0.jpg,11
PathID:8_FigureID:934_IsCollision:0.jpg,8
PathID:27_FigureID:905_IsCollision:0.jpg,27
PathID:14_FigureID:774_IsCollision:0.jpg,14
PathID:28_FigureID:211_IsCollision:0.jpg,28
PathID:16_FigureID:809_IsCollision:0.jpg,16
PathID:12_FigureID:893_IsCollision:0.jpg,12
PathID:1_FigureID:667_IsCollision:0.jpg,1
PathID:22_FigureID:650_IsCollision:0.jpg,22
PathID:26_FigureID:343_IsCollision:0.jpg,26
PathID:21_FigureID:654_IsCollision:0.jpg,21
PathID:3_FigureID:935_IsCollision:0.jpg,3
PathID:8_FigureID:760_IsCollision:0.jpg,8
PathID:27_FigureID:373_IsCollision:0.jpg,27
PathID:12_FigureID:291_IsCollision:0.jpg,12
PathID:15_FigureID:292_IsCollision:0.jpg,15
PathID:15_FigureID:534_IsCollision:0.jpg,15
PathID:8_FigureID:977_IsCollision:0.jpg,8
PathID:26_FigureID:452_IsCollision:0.jpg,26
PathID:13_FigureID:292_IsCollision:0.jpg,13
PathID:23_FigureID:94_IsCollision:0.jpg,23
PathID:22_FigureID:450_IsCollision:0.jpg,22
PathID:10_FigureID:888_IsCollision:0.jpg,10
PathID:29_FigureID:551_IsCollision:0.jpg,29
PathID:23_FigureID:341_IsCollision:0.jpg,23
PathID:25_FigureID:111_IsCollision:0.jpg,25
PathID:17_FigureID:325_IsCollision:0.jpg,17
PathID:1_FigureID:606_IsCollision:0.jpg,1
PathID:29_FigureID:942_IsCollision:0.jpg,29
PathID:25_FigureID:527_IsCollision:0.jpg,25
PathID:10_FigureID:533_IsCollision:0.jpg,10
PathID:2_FigureID:277_IsCollision:0.jpg,2
PathID:16_FigureID:624_IsCollision:0.jpg,16
PathID:25_FigureID:585_IsCollision:0.jpg,25
PathID:1_FigureID:970_IsCollision:0.jpg,1
PathID:17_FigureID:156_IsCollision:0.jpg,17
PathID:18_FigureID:563_IsCollision:0.jpg,18
PathID:6_FigureID:875_IsCollision:0.jpg,6
PathID:27_FigureID:997_IsCollision:0.jpg,27
PathID:13_FigureID:647_IsCollision:0.jpg,13
PathID:4_FigureID:243_IsCollision:0.jpg,4
PathID:9_FigureID:178_IsCollision:0.jpg,9
PathID:29_FigureID:835_IsCollision:0.jpg,29
PathID:15_FigureID:427_IsCollision:0.jpg,15
PathID:9_FigureID:37_IsCollision:0.jpg,9
PathID:17_FigureID:538_IsCollision:0.jpg,17
PathID:6_FigureID:784_IsCollision:0.jpg,6
PathID:7_FigureID:113_IsCollision:0.jpg,7
PathID:8_FigureID:765_IsCollision:0.jpg,8
PathID:4_FigureID:702_IsCollision:0.jpg,4
PathID:3_FigureID:66_IsCollision:0.jpg,3
PathID:23_FigureID:389_IsCollision:0.jpg,23
PathID:28_FigureID:7_IsCollision:0.jpg,28
PathID:4_FigureID:259_IsCollision:0.jpg,4
PathID:1_FigureID:370_IsCollision:0.jpg,1
PathID:12_FigureID:804_IsCollision:0.jpg,12
PathID:14_FigureID:382_IsCollision:0.jpg,14
PathID:23_FigureID:535_IsCollision:0.jpg,23
PathID:0_FigureID:213_IsCollision:0.jpg,0
PathID:7_FigureID:598_IsCollision:0.jpg,7
PathID:4_FigureID:770_IsCollision:0.jpg,4
PathID:21_FigureID:508_IsCollision:0.jpg,21
PathID:17_FigureID:342_IsCollision:0.jpg,17
PathID:10_FigureID:622_IsCollision:0.jpg,10
PathID:18_FigureID:422_IsCollision:0.jpg,18
PathID:4_FigureID:60_IsCollision:0.jpg,4
PathID:1_FigureID:177_IsCollision:0.jpg,1
PathID:19_FigureID:606_IsCollision:0.jpg,19
PathID:29_FigureID:35_IsCollision:0.jpg,29
PathID:0_FigureID:124_IsCollision:0.jpg,0
PathID:19_FigureID:586_IsCollision:0.jpg,19
PathID:5_FigureID:411_IsCollision:0.jpg,5
PathID:28_FigureID:68_IsCollision:0.jpg,28
PathID:4_FigureID:339_IsCollision:0.jpg,4
PathID:29_FigureID:142_IsCollision:0.jpg,29
PathID:22_FigureID:705_IsCollision:0.jpg,22
PathID:2_FigureID:518_IsCollision:0.jpg,2
PathID:5_FigureID:176_IsCollision:0.jpg,5
PathID:23_FigureID:615_IsCollision:0.jpg,23
PathID:12_FigureID:600_IsCollision:0.jpg,12
PathID:9_FigureID:500_IsCollision:0.jpg,9
PathID:1_FigureID:88_IsCollision:0.jpg,1
PathID:18_FigureID:770_IsCollision:0.jpg,18
PathID:17_FigureID:696_IsCollision:0.jpg,17
PathID:23_FigureID:929_IsCollision:0.jpg,23
PathID:4_FigureID:494_IsCollision:0.jpg,4
PathID:18_FigureID:364_IsCollision:0.jpg,18
PathID:20_FigureID:834_IsCollision:0.jpg,20
PathID:3_FigureID:677_IsCollision:0.jpg,3
PathID:24_FigureID:763_IsCollision:0.jpg,24
PathID:8_FigureID:967_IsCollision:0.jpg,8
PathID:13_FigureID:378_IsCollision:0.jpg,13
PathID:20_FigureID:567_IsCollision:0.jpg,20
PathID:6_FigureID:210_IsCollision:0.jpg,6
PathID:26_FigureID:320_IsCollision:0.jpg,26
PathID:4_FigureID:168_IsCollision:0.jpg,4
PathID:11_FigureID:147_IsCollision:0.jpg,11
PathID:29_FigureID:41_IsCollision:0.jpg,29
PathID:12_FigureID:930_IsCollision:0.jpg,12
PathID:23_FigureID:829_IsCollision:0.jpg,23
PathID:29_FigureID:499_IsCollision:0.jpg,29
PathID:0_FigureID:565_IsCollision:0.jpg,0
PathID:2_FigureID:413_IsCollision:0.jpg,2
PathID:15_FigureID:413_IsCollision:0.jpg,15
PathID:24_FigureID:619_IsCollision:0.jpg,24
PathID:15_FigureID:649_IsCollision:0.jpg,15
PathID:1_FigureID:408_IsCollision:0.jpg,1
PathID:5_FigureID:778_IsCollision:0.jpg,5
PathID:27_FigureID:255_IsCollision:0.jpg,27
PathID:25_FigureID:497_IsCollision:0.jpg,25
PathID:22_FigureID:180_IsCollision:0.jpg,22
PathID:7_FigureID:531_IsCollision:0.jpg,7
PathID:19_FigureID:713_IsCollision:0.jpg,19
PathID:9_FigureID:726_IsCollision:0.jpg,9
PathID:8_FigureID:135_IsCollision:0.jpg,8
PathID:13_FigureID:363_IsCollision:0.jpg,13
PathID:3_FigureID:955_IsCollision:0.jpg,3
PathID:26_FigureID:652_IsCollision:0.jpg,26
PathID:1_FigureID:518_IsCollision:0.jpg,1
PathID:21_FigureID:330_IsCollision:0.jpg,21
PathID:23_FigureID:915_IsCollision:0.jpg,23
PathID:1_FigureID:837_IsCollision:0.jpg,1
PathID:18_FigureID:819_IsCollision:0.jpg,18
PathID:10_FigureID:203_IsCollision:0.jpg,10
PathID:25_FigureID:8_IsCollision:0.jpg,25
PathID:16_FigureID:64_IsCollision:0.jpg,16
PathID:6_FigureID:54_IsCollision:0.jpg,6
PathID:12_FigureID:113_IsCollision:0.jpg,12
PathID:17_FigureID:199_IsCollision:0.jpg,17
PathID:5_FigureID:728_IsCollision:0.jpg,5
PathID:19_FigureID:1_IsCollision:0.jpg,19
PathID:14_FigureID:418_IsCollision:0.jpg,14
PathID:6_FigureID:580_IsCollision:0.jpg,6
PathID:12_FigureID:883_IsCollision:0.jpg,12
PathID:20_FigureID:293_IsCollision:0.jpg,20
PathID:29_FigureID:22_IsCollision:0.jpg,29
PathID:1_FigureID:820_IsCollision:0.jpg,1
PathID:28_FigureID:670_IsCollision:0.jpg,28
PathID:19_FigureID:265_IsCollision:0.jpg,19
PathID:19_FigureID:420_IsCollision:0.jpg,19
PathID:27_FigureID:124_IsCollision:0.jpg,27
PathID:4_FigureID:900_IsCollision:0.jpg,4
